name,phone,address,city,state,zip,website,category_type,categories,rating,review_count,source,date_found
Little Heaven,(415) 824-1293,"2348 Mission St, San Francisco, CA 94110",San Francisco,CA,94110,https://www.yelp.com/biz/little-heaven-san-francisco?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Creperies, Bubble Tea, Juice Bars & Smoothies",4.7,243,Yelp,2026-07-02
Sunset Bistro by Aromas,(818) 579-3550,"4867 Sunset Blvd, Los Angeles, CA 90027",Los Angeles,CA,90027,https://www.yelp.com/biz/sunset-bistro-by-aromas-los-angeles?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,Cafeteria,2.8,27,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
The Beet Bar,+61747240918,"358 Flinders St, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/the-beet-bar-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Juice Bars & Smoothies, Coffee & Tea, Acai Bowls",4.7,3,Yelp,2026-07-02
Jam Corner,+61747214900,"1 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/jam-corner-south-townsville-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Coffee & Tea, Venues & Event Spaces",4.1,15,Yelp,2026-07-02
Bird And The Biscuit,(760) 965-0058,"26 Old Mammoth Rd, Unit L1, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/bird-and-the-biscuit-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Southern, American, Coffee & Tea",4.7,9,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Jam Corner,+61747214900,"1 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/jam-corner-south-townsville-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Coffee & Tea, Venues & Event Spaces",4.1,15,Yelp,2026-07-02
Bird And The Biscuit,(760) 965-0058,"26 Old Mammoth Rd, Unit L1, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/bird-and-the-biscuit-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Southern, American, Coffee & Tea",4.7,9,Yelp,2026-07-02
Bird And The Biscuit,(760) 965-0058,"26 Old Mammoth Rd, Unit L1, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/bird-and-the-biscuit-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Southern, American, Coffee & Tea",4.7,9,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Jam Corner,+61747214900,"1 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/jam-corner-south-townsville-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Coffee & Tea, Venues & Event Spaces",4.1,15,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Jam Corner,+61747214900,"1 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/jam-corner-south-townsville-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Coffee & Tea, Venues & Event Spaces",4.1,15,Yelp,2026-07-02
Sunset Bistro by Aromas,(818) 579-3550,"4867 Sunset Blvd, Los Angeles, CA 90027",Los Angeles,CA,90027,https://www.yelp.com/biz/sunset-bistro-by-aromas-los-angeles?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,Cafeteria,2.8,27,Yelp,2026-07-02
Jam Corner,+61747214900,"1 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/jam-corner-south-townsville-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Coffee & Tea, Venues & Event Spaces",4.1,15,Yelp,2026-07-02
Bird And The Biscuit,(760) 965-0058,"26 Old Mammoth Rd, Unit L1, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/bird-and-the-biscuit-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Southern, American, Coffee & Tea",4.9,10,Yelp,2026-07-02
Bird And The Biscuit,(760) 965-0058,"26 Old Mammoth Rd, Unit L1, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/bird-and-the-biscuit-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Southern, American, Coffee & Tea",4.9,10,Yelp,2026-07-02
Golden Wok Bistro,(650) 347-1228,"570 South Norfolk St, San Mateo, CA 94401",San Mateo,CA,94401,https://www.yelp.com/biz/golden-wok-bistro-san-mateo-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Hong Kong Style Cafe, Seafood, Cantonese",4.2,150,Yelp,2026-07-02
Happy Goat Farm To Table,(209) 966-5038,"5038 Central Yosemite Hwy, Mariposa, CA 95338",Mariposa,CA,95338,https://www.yelp.com/biz/happy-goat-farm-to-table-mariposa?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Coffee & Tea, Burgers",3.9,115,Yelp,2026-07-02
Chip Shots Cafe,(760) 924-2200,"2001 Sierra Star Pkwy, Sierra Star Golf Club, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/chip-shots-cafe-mammoth-lakes-3?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Cafes, Burgers, Breakfast & Brunch",4.7,3,Yelp,2026-07-02
Sunset Bistro by Aromas,(818) 579-3550,"4867 Sunset Blvd, Los Angeles, CA 90027",Los Angeles,CA,90027,https://www.yelp.com/biz/sunset-bistro-by-aromas-los-angeles?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,Cafeteria,2.8,27,Yelp,2026-07-02
Jam Corner,+61747214900,"1 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/jam-corner-south-townsville-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Coffee & Tea, Venues & Event Spaces",4.1,15,Yelp,2026-07-02
Bird And The Biscuit,(760) 965-0058,"26 Old Mammoth Rd, Unit L1, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/bird-and-the-biscuit-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Southern, American, Coffee & Tea",4.9,10,Yelp,2026-07-02
Matilda's Diner,+61747712986,"Castletown Shopping World, Pimlico Queensland 4812, Australia",Pimlico,QLD,4812,https://www.yelp.com/biz/matildas-diner-pimlico-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Restaurants",,,Yelp,2026-07-02
Jam Corner,+61747214900,"1 Palmer St, South Townsville Queensland 4810, Australia",South Townsville,QLD,4810,https://www.yelp.com/biz/jam-corner-south-townsville-2?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Coffee & Tea, Venues & Event Spaces",4.1,15,Yelp,2026-07-02
Bird And The Biscuit,(760) 965-0058,"26 Old Mammoth Rd, Unit L1, Mammoth Lakes, CA 93546",Mammoth Lakes,CA,93546,https://www.yelp.com/biz/bird-and-the-biscuit-mammoth-lakes?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Southern, American, Coffee & Tea",4.9,10,Yelp,2026-07-02
Mountain Oaks Bar & Grill,(559) 641-5300,"35364 CA-41, Coarsegold, CA 93614",Coarsegold,CA,93614,https://www.yelp.com/biz/mountain-oaks-bar-and-grill-coarsegold?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"American, Breakfast & Brunch, Cafes",5.0,2,Yelp,2026-07-02
Red Apple Cafe,(559) 261-1505,"488 W Herndon Ave, Fresno, CA 93650",Fresno,CA,93650,https://www.yelp.com/biz/red-apple-cafe-fresno?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, Cafes, Sandwiches",4.4,1503,Yelp,2026-07-02
Jeannine's Bakery & Restaurant,(805) 687-8701,"1 State St, Santa Barbara, CA 93101",Santa Barbara,CA,93101,https://www.yelp.com/biz/jeannines-bakery-and-restaurant-santa-barbara?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Coffee & Tea, Patisserie/Cake Shop, Breakfast & Brunch",4.4,691,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Hoi Polloi,+61432025129,"Denham Lane, Townsville City Queensland 4810, Australia",Townsville City,QLD,4810,https://www.yelp.com/biz/hoi-polloi-townsville-city?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Bars, Cafes",5.0,1,Yelp,2026-07-02
Blue Luna Cafe & Deli,(619) 800-6909,"4070 Bonita Rd, Ste 200, Bonita, CA 91902",Bonita,CA,91902,https://www.yelp.com/biz/blue-luna-cafe-and-deli-bonita?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Cafes, Delis, Coffee & Tea",4.1,69,Yelp,2026-07-02
Blue Hummingbird Coffee,(949) 988-8870,"530 Technology, Ste 100, Irvine, CA 92618",Irvine,CA,92618,https://www.yelp.com/biz/blue-hummingbird-coffee-irvine-24?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,Coffee & Tea,4.9,11,Yelp,2026-07-02
Lardo,+525552117731,"Agustín Melgar 6, Col. Condesa, 06140 Ciudad de México, CDMX, Mexico",Ciudad De México,DIF,06140,https://www.yelp.com/biz/lardo-ciudad-de-m%C3%A9xico?adjust_creative=BkJcGSdN3A98X2H7gLpQjA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BkJcGSdN3A98X2H7gLpQjA,cafe,"Breakfast & Brunch, French, Cafeteria",4.4,496,Yelp,2026-07-02
